Datum;A1;A1SSM;A2;A2SSM;A3;A4;A4SSM;B1;B1EINZELN;B1.HN;B1.E;B5;B5.E;B5.HN;B6;B6SSM;B6.1;B6.1STANGE;B7;B8;B9;C1;C1.E;C3;C3ALT;C5;C7;C7a;C7.E;C7SSM;D2;D5;D6;D6.1;D6.1SSM;D6.E;D7;D7.HIT;E1;E2;E3;E5;F1;F2;F2SSM;F2.1;F2.E;F3;F4;F6;F6SSM;G1;G5;H2;H1;H7;H11;J1;J2.1;J3WEG;J4.1;J5;J9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40357;0;0;0;0;86;200;0;0;0;0;0;0;0;0;310;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;120;0;0;0;0;0;0;0;80;0;68;70;0;0;0;166;0;0;0;0;108;0;0;0;0;0;60;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40364;0;0;0;0;90;200;0;0;0;0;0;0;0;0;310;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;120;0;0;0;0;0;0;0;80;0;68;70;0;0;0;178;0;0;0;0;104;0;0;0;0;0;60;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40473;0;0;0;0;90;210;0;0;0;0;0;0;0;0;200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;120;0;0;0;0;0;0;0;90;0;72;74;0;0;0;168;0;0;0;0;112;0;0;0;0;0;60;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40476;220;0;120;0;0;0;0;0;80;0;0;0;0;0;0;0;0;0;60;0;0;0;0;0;0;0;170;0;0;0;0;0;0;70;0;0;0;0;0;0;90;0;72;74;0;0;0;0;0;0;0;0;112;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40553;224;0;120;0;0;0;0;0;80;0;0;0;0;0;0;0;0;0;68;0;0;0;0;0;0;0;170;0;0;0;0;0;0;70;0;0;0;0;0;0;108;0;76;74;0;0;0;0;0;0;0;0;108;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40555;224;0;120;0;0;0;0;0;0;0;0;0;0;0;0;0;190;0;0;0;0;0;0;0;0;0;170;0;0;0;0;0;120;0;0;0;0;0;70;40;0;0;0;0;0;60;0;0;60;140;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40625;230;0;126;0;0;0;0;0;0;0;0;0;0;0;0;0;230;0;0;0;0;0;0;0;0;0;182;0;0;0;0;0;126;0;0;0;0;0;70;44;0;0;0;0;0;75;0;0;72;168;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40632;0;0;0;0;80;200;0;0;0;0;0;0;0;0;0;0;230;0;0;0;80;0;0;220;0;0;0;0;0;0;0;0;0;0;0;0;200;0;0;0;100;0;0;70;0;0;0;0;72;168;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40708;0;0;0;0;80;192;0;0;0;0;0;0;0;0;0;0;240;0;0;0;140;0;0;222;0;0;0;0;0;0;0;0;0;0;0;0;210;0;0;0;114;0;0;74;0;0;0;0;72;186;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40711;0;0;0;0;80;192;0;0;0;0;0;0;0;0;0;0;240;0;0;0;140;0;0;222;0;0;0;0;0;0;0;0;0;0;0;0;210;0;0;0;114;0;0;74;0;0;0;0;72;186;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40802;0;0;0;0;80;200;0;0;0;0;0;0;0;0;0;0;240;0;0;0;140;0;0;230;0;0;0;0;0;0;0;0;0;0;0;0;210;0;0;0;120;0;0;74;0;0;0;0;72;200;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40805;0;0;116;0;0;0;0;0;0;0;40;0;0;0;210;0;0;0;0;0;140;0;0;0;0;0;0;0;0;0;0;0;0;70;0;0;0;0;0;0;120;0;0;0;0;0;40;0;72;200;0;0;0;0;0;0;0;0;70;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40877;0;0;116;0;0;0;0;0;0;0;40;0;0;0;290;0;0;0;0;0;150;0;0;0;0;0;0;0;0;0;0;0;0;70;0;0;0;0;0;0;120;0;0;0;0;0;60;0;72;214;0;0;0;0;0;0;0;0;60;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40882;0;0;116;0;0;0;0;0;0;0;40;0;0;0;290;0;0;0;0;0;150;0;0;0;0;0;0;0;0;0;0;0;0;70;0;0;0;0;0;0;120;0;0;0;0;0;60;0;72;214;0;0;0;0;0;0;0;0;60;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41044;0;0;116;0;0;0;0;0;0;0;40;0;0;0;300;0;0;0;0;0;150;0;0;0;0;0;0;0;0;0;0;0;114;0;0;0;0;0;0;0;120;0;0;0;0;0;50;0;72;220;0;0;0;0;0;0;0;0;60;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41052;180;0;0;0;60;0;0;0;0;0;0;0;0;60;0;0;170;0;0;0;0;0;0;0;0;80;0;80;0;0;0;0;0;0;0;0;170;0;60;0;0;0;0;46;0;0;0;0;0;0;0;40;0;0;40;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41113;210;0;0;0;80;0;0;0;0;0;0;0;0;84;0;0;220;0;0;0;0;0;0;0;0;98;0;136;0;0;0;0;0;0;0;0;230;0;88;0;0;0;0;60;0;0;0;0;0;0;0;66;0;0;54;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41117;180;0;0;0;0;170;0;0;0;0;0;0;30;0;0;0;220;0;0;0;0;90;0;0;0;0;0;136;0;0;80;0;0;0;0;40;0;0;0;0;0;0;0;60;0;0;0;0;0;0;0;66;0;0;0;50;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41197;190;0;0;0;0;182;0;0;0;0;0;0;60;0;0;0;230;0;0;0;0;108;0;0;0;0;0;136;0;0;80;0;0;0;0;50;0;0;0;0;0;0;0;60;0;0;0;0;0;0;0;70;0;0;0;72;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41199;0;0;0;0;0;182;0;0;0;0;0;0;60;0;280;0;0;0;0;0;0;108;0;210;0;0;0;0;0;0;0;66;0;0;0;50;0;0;0;0;0;0;0;60;0;0;0;0;0;210;0;0;0;0;0;0;0;0;0;0;0;0;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41283;0;0;0;0;0;182;0;0;0;0;0;0;50;0;290;0;0;0;0;0;0;118;0;230;0;0;0;0;0;0;0;80;0;0;0;50;0;0;0;0;0;0;0;60;0;0;0;0;0;120;0;0;0;0;0;0;0;0;0;0;0;0;70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41288;0;0;0;0;0;182;0;0;0;0;0;0;60;0;290;0;0;0;0;0;0;118;0;230;0;0;0;0;0;0;0;80;0;0;0;50;0;0;0;0;0;0;0;60;0;0;0;0;0;120;0;0;0;0;0;0;0;0;0;0;0;0;70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41366;0;0;0;0;0;188;0;0;0;0;0;0;60;0;310;0;0;0;0;0;0;124;0;240;0;0;0;0;0;0;0;88;0;0;0;50;0;0;0;0;0;0;0;60;0;0;0;0;0;150;0;0;0;0;0;0;0;0;0;0;0;0;82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41369;0;0;0;70;0;0;0;0;0;0;30;0;0;0;0;250;0;0;0;0;0;0;0;0;0;116;0;0;0;0;80;0;0;0;60;0;0;0;0;40;0;0;0;0;40;0;0;0;50;120;0;0;0;0;0;0;0;0;0;0;0;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41445;0;0;0;98;0;0;0;0;0;0;30;0;0;0;0;240;0;0;0;0;0;0;0;0;0;122;0;0;0;0;80;0;0;0;70;0;0;0;0;48;0;0;0;0;48;0;0;0;50;132;0;0;0;0;0;0;0;0;0;0;0;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41449;0;0;98;0;74;0;0;0;0;0;0;0;0;70;0;0;210;0;0;0;0;0;40;0;0;0;0;0;0;160;0;80;0;0;0;0;220;0;0;0;110;0;0;0;0;0;30;0;50;0;110;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41533;0;0;104;0;82;0;0;0;0;0;0;0;0;96;0;0;230;0;0;0;0;0;70;0;0;0;0;0;0;166;0;84;0;0;0;0;230;0;0;0;116;0;0;0;0;0;60;0;50;0;120;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41536;174;0;0;0;0;170;0;0;0;0;0;0;0;96;0;0;230;0;0;0;0;0;70;0;0;0;0;0;0;166;0;84;0;0;0;0;240;0;0;0;116;0;0;0;0;0;60;0;50;0;0;60;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41642;174;0;0;0;0;170;0;0;0;0;0;0;0;108;0;0;230;0;0;0;0;0;70;0;0;0;0;0;0;172;0;88;0;0;0;0;240;0;0;0;116;0;0;0;0;0;60;0;50;0;0;72;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
