Datum;A1;A1SSM;A2;A2SSM;A3;A4;A4SSM;B1;B1EINZELN;B1.HN;B1.E;B5;B5.E;B5.HN;B6;B6SSM;B6.1;B6.1STANGE;B7;B8;B9;C1;C1.E;C3;C3ALT;C5;C7;C7a;C7.E;C7SSM;D2;D5;D6;D6.1;D6.1SSM;D6.E;D7;D7.HIT;E1;E2;E3;E5;F1;F2;F2SSM;F2.1;F2.E;F3;F4;F6;F6SSM;G1;G5;H2;H1;H7;H11;J1;J2.1;J3WEG;J4.1;J5;J9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41646;174;0;0;0;0;170;0;0;0;0;0;0;0;108;0;0;230;0;0;0;0;0;70;0;0;0;0;0;0;172;0;88;0;0;0;0;240;0;0;0;116;0;0;0;0;0;60;0;50;0;0;72;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41736;184;0;0;0;0;180;0;0;0;0;0;0;0;108;0;0;230;0;0;0;0;0;70;0;0;0;0;0;0;178;0;92;0;0;0;0;240;0;0;0;116;0;0;0;0;0;60;0;54;0;0;84;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41738;0;0;108;0;76;0;0;80;0;0;0;0;0;0;0;0;230;0;0;0;0;0;0;0;0;110;178;0;0;0;0;92;0;0;0;0;0;0;0;42;116;0;0;0;0;0;60;0;54;140;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41827;0;0;114;0;80;0;0;88;0;0;0;0;0;0;0;0;230;0;0;0;0;0;0;0;0;110;190;0;0;0;0;92;0;0;0;0;0;0;0;50;116;0;0;0;0;0;60;0;54;140;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41830;0;0;114;0;80;0;0;88;0;0;0;0;0;0;0;0;230;0;0;0;0;0;0;0;0;110;190;0;0;0;0;92;0;0;0;0;0;0;0;50;116;0;0;0;0;0;60;0;54;140;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41918;0;0;124;0;80;0;0;92;0;0;0;0;0;0;0;0;230;0;0;0;0;0;0;0;0;110;190;0;0;0;0;92;0;0;0;0;0;0;0;50;126;0;0;0;0;0;60;0;58;140;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41920;0;170;0;0;0;160;0;92;0;0;0;0;0;0;0;220;0;0;0;0;0;90;0;0;0;0;0;0;0;0;0;92;0;0;0;50;0;0;80;0;0;0;0;50;0;0;0;0;58;0;0;0;60;0;0;0;0;0;70;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42016;0;192;0;0;0;172;0;102;0;0;0;0;0;0;0;220;0;0;0;0;0;90;0;0;0;0;0;0;0;0;0;92;0;0;0;50;0;0;80;0;0;0;0;50;0;0;0;0;58;0;0;0;72;0;0;0;0;0;70;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42018;0;192;0;0;0;172;0;102;0;0;0;0;0;0;0;220;0;0;0;0;0;90;0;0;0;0;0;0;0;0;0;92;0;0;0;50;0;0;80;0;0;0;0;50;0;0;0;0;58;0;0;0;72;0;0;0;0;0;70;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42102;0;208;0;0;0;178;0;108;0;0;0;0;0;0;0;230;0;0;0;0;0;96;0;0;0;0;0;0;0;0;0;92;0;0;0;50;0;0;80;0;0;0;0;50;0;0;0;0;62;0;0;0;84;0;0;0;0;0;60;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42108;0;0;114;0;74;0;0;0;0;0;0;0;50;0;0;0;210;0;0;0;120;96;0;214;0;0;0;0;0;0;70;0;0;0;0;0;220;0;0;0;0;0;0;0;0;60;0;0;0;130;0;0;84;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42213;0;0;118;0;78;0;0;0;0;0;0;0;60;0;0;0;230;0;0;0;128;102;0;214;0;0;0;0;0;0;80;0;0;0;0;0;234;0;0;0;0;0;0;0;0;70;0;0;0;142;0;0;94;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42215;0;0;118;0;78;0;0;0;0;0;0;0;60;0;0;0;230;0;0;0;128;102;0;214;0;0;0;0;0;0;80;0;0;0;0;0;234;0;0;0;0;0;0;0;0;70;0;0;0;142;0;0;94;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42306;0;0;118;0;78;0;0;0;0;0;0;0;60;0;0;0;230;0;0;0;144;102;0;236;0;0;0;0;0;0;80;0;0;0;0;0;234;0;0;0;0;0;0;0;0;70;0;0;0;156;0;0;100;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42310;0;0;118;0;78;0;0;0;0;0;20;0;0;0;0;0;230;0;0;0;0;0;60;0;0;0;0;0;30;0;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;54;0;0;0;0;0;50;0;0;0;0;0;80;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42381;0;0;118;0;78;0;0;0;0;0;30;0;0;0;0;0;250;0;0;0;0;0;70;0;0;0;0;0;40;0;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;54;0;0;0;0;0;50;0;0;0;0;0;80;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42385;0;0;118;0;78;0;0;0;0;0;30;0;0;0;0;0;250;0;0;0;0;0;70;0;0;0;0;0;40;0;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;54;0;0;0;0;0;50;0;0;0;0;0;80;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42450;0;0;118;0;78;0;0;0;0;0;40;0;0;0;0;0;250;0;0;0;0;0;70;0;0;0;0;0;40;0;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;58;0;0;0;0;0;50;0;0;0;0;0;70;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42453;0;0;0;0;70;120;0;0;0;70;0;0;0;0;280;0;0;0;0;0;0;0;70;0;0;80;0;0;0;0;0;0;60;0;0;0;0;0;50;0;0;0;0;0;0;0;50;0;0;140;0;0;0;0;0;0;0;0;0;0;0;0;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42551;0;0;0;0;70;134;0;0;0;120;0;0;0;0;230;0;0;0;0;0;0;0;70;0;0;88;0;0;0;0;0;0;90;0;0;0;0;0;58;0;0;0;0;0;0;0;50;0;0;140;0;0;0;0;0;0;0;0;0;0;0;0;56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42556;0;0;0;0;70;134;0;0;0;120;0;0;0;0;240;0;0;0;0;0;0;0;70;0;0;88;0;0;0;0;0;0;90;0;0;0;0;0;58;0;0;0;0;0;0;0;50;0;0;140;0;0;0;0;0;0;0;0;0;0;0;0;56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42681;0;0;0;0;70;138;0;0;0;134;0;0;0;0;250;0;0;0;0;0;0;0;70;0;0;98;0;0;0;0;0;0;108;0;0;0;0;0;64;0;0;0;0;0;0;0;50;0;0;152;0;0;0;0;0;0;0;0;0;0;0;0;68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42683;0;150;0;0;0;0;0;0;0;0;0;90;0;0;0;180;0;0;0;0;140;0;70;0;0;0;160;0;0;0;0;80;0;0;0;0;0;190;0;0;0;0;0;46;0;0;0;0;0;140;0;0;0;0;0;0;0;0;0;0;0;0;68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42768;0;174;0;0;0;0;0;0;0;0;0;100;0;0;0;200;0;0;0;0;146;0;80;0;0;0;172;0;0;0;0;80;0;0;0;0;0;210;0;0;0;0;0;56;0;0;0;0;0;140;0;0;0;0;0;0;0;0;0;0;0;0;76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42772;0;174;0;0;0;0;0;0;0;0;0;100;0;0;0;200;0;0;0;0;146;0;80;0;0;0;172;0;0;0;0;80;0;0;0;0;0;210;0;0;0;0;0;56;0;0;0;0;0;140;0;0;0;0;0;0;0;0;0;0;0;0;76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42845;0;200;0;0;0;0;0;0;0;0;0;106;0;0;0;210;0;0;0;0;160;0;80;0;0;0;172;0;0;0;0;88;0;0;0;0;0;230;0;0;0;0;0;56;0;0;0;0;0;148;0;0;0;0;0;0;0;0;0;0;0;0;86;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42849;0;200;0;0;0;0;120;0;30;0;0;0;0;0;0;0;0;90;0;0;0;90;0;0;200;0;0;0;0;0;75;0;0;50;0;0;0;0;0;0;0;0;0;0;0;60;0;0;48;0;0;0;90;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42984;0;218;0;0;0;0;144;0;40;0;0;0;0;0;0;0;0;130;0;0;0;104;0;0;200;0;0;0;0;0;75;0;0;60;0;0;0;0;0;0;0;0;0;0;0;60;0;0;48;0;0;0;96;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42986;0;218;0;0;0;0;144;0;40;0;0;0;0;0;0;0;0;130;0;0;0;104;0;0;200;0;0;0;0;0;75;0;0;60;0;0;0;0;0;0;0;0;0;0;0;60;0;0;48;0;0;0;96;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43054;0;228;0;0;0;0;156;0;40;0;0;0;0;0;0;0;0;170;0;0;0;104;0;0;200;0;0;0;0;0;80;0;0;70;0;0;0;0;0;0;0;0;0;0;0;70;0;0;54;0;0;0;110;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
